In_Type,Com_Tr_Num,Date_Com,Date_Com_Re,Date_Complete,Com_Class,In_Status,Disp,B_Com,Div_Com,Un_Com,Detail,WorkSta,ShiftCom,Rule,Par,UnOff_ID,Off_R_Eth,Off_Gen,Off_Age,Off_Year,Com_Gen,Com_Eth,Com_Age
Public Initiated,2020-0023-P,2020/1/19,2020/1/21,2020/5/26,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,F,45,U,F,B,18
Public Initiated,2018-0578-P,2018/10/14,2018/10/15,2019/4/8,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,U,Black,M,32,U,M,B,18
Public Initiated,2023-0086-P,2010/4/8,2023/2/22,2023/5/8,DI-1,Completed,Unfounded,MSB - Management Services Bureau,RECRUITMENT,Staff,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,White,M,32,U,M,B,18
Rank Initiated,2021-0700-R,2021/11/17,2021/12/5,2022/4/7,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Administrative Duties Services,Reassignment/LTD,Reassignment/LTD,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,27,U,M,B,18
Public Initiated,2018-0578-P,2018/10/14,2018/10/15,2019/4/8,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,U,White,M,26,U,M,B,18
Public Initiated,2018-0197-P,2018/4/1,2018/4/2,2018/8/3,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Night Watch,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,63,U,F,W,19
Public Initiated,2020-0430-P,2020/8/26,2020/8/26,2020/10/29,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,U,Black,M,52,U,F,B,19
Public Initiated,2018-0197-P,2018/4/1,2018/4/2,2018/8/3,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Night Watch,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,49,U,F,W,19
Rank Initiated,2023-0235-R,2023/2/17,2023/5/5,U,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,White,M,48,U,M,B,19
Public Initiated,2022-0020-P,2022/2/9,2022/1/13,2022/6/9,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,2nd District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,47,U,F,W,19
Public Initiated,2019-0409-P,2019/7/9,2019/7/15,2019/10/28,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,3rd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,Black,M,44,U,F,B,19
Rank Initiated,2023-0235-R,2023/2/17,2023/5/5,U,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,43,U,M,B,19
Public Initiated,2023-0263-P,2023/5/19,2023/5/19,U,DI-1,Initial,Pending,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,U,U,U,Black,M,40,U,F,B,19
Public Initiated,2021-0115-P,2021/2/19,2021/3/8,2021/6/8,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,F,31,U,M,B,19
Rank Initiated,2023-0082-R,2023/2/16,2023/2/20,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,23,U,F,B,19
Public Initiated,2016-0063-P,2016/1/19,2016/2/1,2016/6/16,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Not Specified,U,U,U,F,B,53
Public Initiated,2017-0710-P,2017/12/10,2017/12/22,2018/4/27,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Day Watch,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,White,M,51,U,F,B,20
Public Initiated,2021-0062-P,2019/11/1,2021/2/2,2021/3/5,Mediation,Completed,Other,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 2,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,White,M,50,U,F,W,20
Public Initiated,2018-0490-P,2018/9/4,2018/9/6,2019/4/8,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,2nd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,M,49,U,F,B,20
Public Initiated,2021-0027-P,2021/1/16,2021/1/27,2021/6/8,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,6th District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,49,U,M,B,20
Public Initiated,2017-0710-P,2017/12/10,2017/12/22,2018/4/27,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Day Watch,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,F,47,U,F,B,20
Public Initiated,2019-0169-P,2019/2/13,2019/3/19,2019/5/28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Night Watch,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,M,45,U,M,B,20
Rank Initiated,2019-0721-R,2019/12/9,2019/12/10,2020/4/20,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,Narcotics,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,White,M,44,U,M,B,20
Public Initiated,2021-0643-P,2021/11/13,2021/11/23,2022/3/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Traffic Division,Traffic Section,U,Paid Detail,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,44,U,M,B,20
Public Initiated,2018-0490-P,2018/9/4,2018/9/6,2019/4/8,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,4th District,2nd Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,42,U,F,B,20
Rank Initiated,2019-0721-R,2019/12/9,2019/12/10,2020/4/20,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,Narcotics,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,Black,M,42,U,M,B,20
Public Initiated,2020-0176-P,2020/4/19,2020/4/21,2020/5/28,Mediation,Completed,Other,U,U,U,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Hispanic,M,41,U,M,W,20
Public Initiated,2016-0527-P,2016/7/27,2016/8/5,2016/12/27,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 07 - ACTING IMPARTIALLY,U,White,M,40,U,M,W,20
Public Initiated,2023-0174-P,2023/2/1,2023/4/5,U,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,40,U,M,B,20
Public Initiated,2016-0065-N,U,2016/2/1,2016/3/23,DI-1,Completed,NFIM,MSB - Management Service Bureau,Education/Training & Recruitment Division,Recruitment Division,Staff,,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,U,Not Specified,U,U,U,U,U,U
Public Initiated,2021-0062-P,2019/11/1,2021/2/2,2021/3/5,Mediation,Completed,Other,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Child Abuse Platoon 2,,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,39,U,F,W,20
Public Initiated,2021-0703-P,2021/12/4,2021/12/15,2022/4/14,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,39,U,F,U,20
Public Initiated,2018-0511-P,2018/9/15,2018/9/15,2018/11/16,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,U,White,M,38,U,F,B,20
Public Initiated,2018-0404-P,2018/7/24,2018/7/25,2018/11/11,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,Bourbon Promenade,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,U,White,M,34,U,F,W,20
Public Initiated,2017-0292-P,2017/5/22,2017/6/2,2017/7/10,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,Narcotics,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,33,U,U,B,20
Public Initiated,2016-0069-P,2016/1/31,2016/2/1,2017/6/23,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,8th District,Narcotics,Squad 2,,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,Not Specified,U,U,U,M,B,28
Public Initiated,2018-0670-P,2012/9/26,2018/11/26,2019/1/3,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,3rd District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,M,32,U,M,B,20
Public Initiated,2019-0394-P,2019/6/27,2019/7/3,2019/11/13,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,A Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,31,U,F,B,20
Public Initiated,2016-0589-N,2016/9/6,2016/9/7,2017/3/7,NFIM,Completed,NFIM,FOB - Field Operations Bureau,3rd District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,U,White,M,30,U,F,W,20
Public Initiated,2017-0710-P,2017/12/10,2017/12/22,2018/4/27,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Day Watch,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Hispanic,M,29,U,F,B,20
Public Initiated,2016-0087-P,2016/2/7,2016/2/8,2016/3/23,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,Evening Watch,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,28,U,F,B,20
Public Initiated,2018-0511-P,2018/9/15,2018/9/15,2018/11/16,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,U,White,F,23,U,F,B,20
Public Initiated,2023-0174-P,2023/2/1,2023/4/5,U,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,23,U,M,B,20
Public Initiated,2023-0001-P,2022/12/28,2023/1/3,U,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Coronors,Unknown Working Status,Unknown Shift Hours,U,U,U,White,M,71,U,F,B,21
Public Initiated,2020-0557-P,2020/9/4,2020/11/10,2020/12/19,Mediation,Completed,Other,FOB - Field Operations Bureau,6th District,U,U,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,59,U,F,B,21
Rank Initiated,2021-0308-R,2021/4/28,2021/5/25,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,Hispanic,M,56,U,M,B,21
Public Initiated,2020-0155-P,2020/4/4,2020/4/6,2021/12/1,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,White,F,53,U,M,B,21
Public Initiated,2022-0361-P,2022/3/12,2022/8/26,2022/12/7,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,M,51,U,F,B,21
Public Initiated,2022-0328-P,2022/7/21,2022/8/2,U,DI-1,Active,Pending,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,DUI 2009-0665-R,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,M,49,U,M,B,21
Public Initiated,2021-0686-P,2021/11/12,2021/12/1,2022/3/29,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,M,47,U,F,W,21
Public Initiated,2019-0311-P,2019/5/15,2019/5/21,2019/11/18,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,3rd District,School Resource Officers,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,Black,M,46,U,F,W,21
Public Initiated,2020-0052-P,2020/1/25,2020/1/31,2020/6/4,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Police Recruits,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,M,43,U,F,W,21
Public Initiated,2020-0155-P,2020/4/4,2020/4/6,2021/12/1,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,White,M,43,U,M,B,21
Public Initiated,2020-0155-P,2020/4/4,2020/4/6,2021/12/1,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Hispanic,M,43,U,M,B,21
Public Initiated,2016-0089-N,2015/7/27,2016/2/8,2016/3/23,NFIM,Completed,NFIM,FOB - Field Operations Bureau,1st District,Staff,U,Unknown Working Status,Unknown Shift Hours,U,U,U,Not Specified,U,U,U,F,B,67
Public Initiated,2018-0561-P,2018/10/7,2018/10/10,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,M,39,U,F,U,21
Public Initiated,2020-0052-P,2020/1/25,2020/1/31,2020/6/4,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,Police Recruits,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,M,38,U,F,W,21
Public Initiated,2020-0557-P,2020/9/4,2020/11/10,2020/12/19,Mediation,Completed,Other,FOB - Field Operations Bureau,6th District,U,U,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Hispanic,F,38,U,F,B,21
Public Initiated,2021-0246-P,2021/4/17,2021/4/17,2021/6/24,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 11pm-7am,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,White,M,38,U,F,W,21
Public Initiated,2022-0322-P,2022/8/28,2022/8/2,2022/10/3,Mediation,Completed,Withdrawn - Mediation,ISB - Investigative Services Bureau,CID,Sex Crimes,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,38,U,F,W,21
Public Initiated,2021-0109-P,2021/2/16,2021/2/16,2021/4/26,DI-1,Completed,Unfounded,MSB - Management Service Bureau,Administrative Duties Services,Military Leave,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,Hispanic,M,36,U,F,B,21
Rank Initiated,2021-0235-R,2021/4/11,2021/4/13,2023/7/13,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,35,U,M,B,21
Public Initiated,2016-0101-N,U,2016/2/13,2016/3/3,NFIM,Completed,NFIM,FOB - Field Operations Bureau,1st District,Staff,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,U,Not Specified,U,U,U,M,W,U
Public Initiated,2021-0482-P,2021/7/30,2021/8/24,2021/12/22,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,U,U,Asian/Pacific Islander,M,35,U,F,B,21
Public Initiated,2018-0024-P,2017/12/16,2018/1/25,2019/4/4,DI-1,Completed,Sustained,FOB - Field Operations Bureau,6th District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,M,34,U,F,B,21
Public Initiated,2016-0454-P,2016/7/1,2016/7/5,2017/4/17,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,U,Black,M,33,U,F,B,21
Public Initiated,2016-0068-N,2016/1/17,2016/2/1,2016/3/23,NFIM,Completed,NFIM,U,U,U,U,Unknown Working Status,Unknown Shift Hours,NO ALLIGATIONS ASSIGNED AT THIS TIME,U,U,Not Specified,U,U,U,F,W,55
Public Initiated,2016-0741-P,2016/10/31,2016/11/21,2017/5/10,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,Narcotics,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Asian/Pacific Islander,M,33,U,F,B,21
Public Initiated,2016-0064-N,2016/1/31,2016/2/1,2016/3/9,NFIM,Completed,NFIM,U,U,U,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,U,Not Specified,U,U,U,U,U,U
Public Initiated,2016-0082-P,2016/2/4,2016/2/15,2016/6/16,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,2nd District,Staff,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Not Specified,U,U,U,M,W,42
Public Initiated,2016-0088-N,2016/2/6,2016/2/10,2016/3/3,NFIM,Completed,NFIM,U,Not Nopd,U,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,U,Not Specified,U,U,U,U,U,U
Public Initiated,2016-0088-N,2016/2/6,2016/2/10,2016/3/3,NFIM,Completed,NFIM,U,Not Nopd,U,U,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,U,U,Not Specified,U,U,U,U,U,U
Public Initiated,2020-0416-P,2020/8/18,2020/8/20,2020/12/21,DI-1,Completed,Unfounded,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,33,U,M,W,21
Public Initiated,2021-0482-P,2021/7/30,2021/8/24,2021/12/22,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,U,U,White,M,33,U,F,B,21
Public Initiated,2019-0275-P,2019/5/3,2019/5/7,2019/10/30,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,Task Force,Task Force A,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,32,U,F,W,21
Public Initiated,2021-0143-P,2021/3/3,2021/3/12,2021/5/21,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,B Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,U,Black,M,32,U,M,B,21
Rank Initiated,2021-0308-R,2021/4/28,2021/5/25,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,White,M,31,U,M,B,21
Public Initiated,2021-0482-P,2021/7/30,2021/8/24,2021/12/22,DI-1,Completed,Exonerated,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,U,U,Hispanic,M,31,U,F,B,21
Public Initiated,2020-0155-P,2020/4/4,2020/4/6,2021/12/1,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Hispanic,M,30,U,M,B,21
Rank Initiated,2021-0308-R,2021/4/28,2021/5/25,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,U,White,M,29,U,M,B,21
Public Initiated,2020-0416-P,2020/8/18,2020/8/20,2020/12/21,DI-1,Completed,Unfounded,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,U,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,Black,F,27,U,M,W,21
Public Initiated,2020-0155-P,2020/4/4,2020/4/6,2021/12/1,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,White,M,27,U,M,B,21
Public Initiated,2022-0221-P,2022/5/14,2022/5/14,U,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,Second Watch,Second Watch,Regular Working,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,U,White,M,27,U,M,B,21
Public Initiated,2022-0304-P,2022/6/30,2022/7/5,2022/8/22,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,U,White,F,27,U,F,B,21
Public Initiated,2020-0155-P,2020/4/4,2020/4/6,2021/12/1,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,U,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,U,Black,M,26,U,M,B,21
